month,actual,chronos_mv_pred
2025-01-01,473755.0,411147.7859643571
2025-02-01,473590.0,417745.2270156566
2025-03-01,513445.0,395973.70187962975
2025-04-01,559835.0,386737.093741595
2025-05-01,543630.0,376840.9646645688
2025-06-01,522945.0,393334.62145935604
2025-07-01,506080.0,397293.1770899204
2025-08-01,502555.0,394654.1183362621
2025-09-01,516050.0,398612.67396682646
2025-10-01,484535.0,410487.9941926733
2025-11-01,465750.0,405869.8201233482
2025-12-01,422475.0,405869.8201233482
