month,actual,prediction
2025-01-01,1495300.0,1499103.375
2025-02-01,1483800.0,1508713.625
2025-03-01,1520600.0,1518323.25
2025-04-01,1553500.0,1499104.0
2025-05-01,1571000.0,1470275.125
2025-06-01,1548400.0,1489494.375
2025-07-01,1559900.0,1465470.0
2025-08-01,1590100.0,1441445.625
2025-09-01,1596100.0,1446250.75
2025-10-01,1550700.0,1436641.125
2025-11-01,1483900.0,1451055.25
2025-12-01,1551700.0,1451055.875
