target,origin,forecast_date,horizon,actual,sarimax_pred,tbats_prophet_pred,var_pred,bilstm_pred,train_end_date,ensemble_pred,residual,lag1,lag2,lag3,resid_lag1,resid_lag2,month,rf_residual,final_forecast
theta,2023-06-01,2023-07-01,1,0.6331939941989422,0.6820610234009507,0.7488980511625755,0.6780350732999879,0.4422803500362449,2023-06-01,0.6300987555666366,0.0030952386323055414,0.4465886868979503,0.4724459797148317,0.440676836492891,-0.1744843830137841,-0.1594115861066201,7,-0.06087573473655934,0.5692230208300773
theta,2023-06-01,2023-08-01,2,0.6369666008414184,0.6805553216732513,0.7534926255091695,0.6820688551990542,0.4361297880277058,2023-06-01,0.6301089766837371,0.006857624157681319,0.6331939941989422,0.4465886868979503,0.4724459797148317,0.0030952386323055414,-0.1744843830137841,8,-0.0072672481202185725,0.6228417285635185
theta,2023-06-01,2023-09-01,3,0.5873963094633485,0.696693443117374,0.7658022258159544,0.6775485150869244,0.428928072177387,2023-06-01,0.6329230097052039,-0.045526700241855345,0.6369666008414184,0.6331939941989422,0.4465886868979503,0.006857624157681319,0.0030952386323055414,9,-0.03830987966999905,0.5946131300352049
theta,2023-06-01,2023-10-01,4,0.5760417509507242,0.6972441761103895,0.7649375812557297,0.6504077139030828,0.4211951324342138,2023-06-01,0.6216710180717255,-0.04562926712100135,0.5873963094633485,0.6369666008414184,0.6331939941989422,-0.045526700241855345,0.006857624157681319,10,-0.05861567722953197,0.5630553408421936
theta,2023-06-01,2023-11-01,5,0.5238689858772839,0.6682716626704496,0.7570620305934468,0.6310200899256458,0.4130498371219781,2023-06-01,0.6036231031662624,-0.07975411728897852,0.5760417509507242,0.5873963094633485,0.6369666008414184,-0.04562926712100135,-0.045526700241855345,11,-0.07602020890171497,0.5276028942645474
theta,2023-06-01,2023-12-01,6,0.423118024222275,0.6357320610047911,0.7473264871548051,0.62007484039156,0.404848046422036,2023-06-01,0.5872370584729388,-0.16411903425066382,0.5238689858772839,0.5760417509507242,0.5873963094633485,-0.07975411728897852,-0.04562926712100135,12,-0.15431262385450606,0.4329244346184328
theta,2023-06-01,2024-01-01,7,0.481831675224647,0.6397836955297105,0.7622165399496353,0.6109756629495322,0.3968071349285214,2023-06-01,0.5850636132474284,-0.10323193802278141,0.423118024222275,0.5238689858772839,0.5760417509507242,-0.16411903425066382,-0.07975411728897852,1,-0.10028934038151584,0.48477427286591257
theta,2023-06-01,2024-02-01,8,0.452356061188408,0.6335887032351285,0.7607526420647506,0.6066355808058036,0.3876929525282948,2023-06-01,0.5793636602617229,-0.12700759907331494,0.481831675224647,0.423118024222275,0.5238689858772839,-0.10323193802278141,-0.16411903425066382,2,-0.10739848001651128,0.4719651802452116
theta,2023-06-01,2024-03-01,9,0.440676836492891,0.66804673158931,0.7825429341687562,0.6298833302155722,0.3783105177747499,2023-06-01,0.5977199075364905,-0.1570430710435995,0.452356061188408,0.481831675224647,0.423118024222275,-0.12700759907331494,-0.10323193802278141,3,-0.1218358540719426,0.47588405346454793
theta,2023-06-01,2024-04-01,10,0.4724459797148317,0.6853398674563712,0.7946049677160274,0.638410863576024,0.3681711983590136,2023-06-01,0.6046510203981815,-0.13220504068334982,0.440676836492891,0.452356061188408,0.481831675224647,-0.1570430710435995,-0.12700759907331494,4,-0.11499833410509677,0.4896526862930848
theta,2023-06-01,2024-05-01,11,0.4465886868979503,0.6760681255230475,0.7940776217857984,0.6262080649340063,0.3572209243602602,2023-06-01,0.5949940825810358,-0.14840539568308553,0.4724459797148317,0.440676836492891,0.452356061188408,-0.13220504068334982,-0.1570430710435995,5,-0.1297052298154509,0.4652888527655849
theta,2023-06-01,2024-06-01,12,0.4115390021082221,0.6647367476855646,0.800845431382514,0.6221072004028801,0.3463150650927846,2023-06-01,0.5884329663614528,-0.17689396425323073,0.4465886868979503,0.4724459797148317,0.440676836492891,-0.14840539568308553,-0.13220504068334982,6,-0.13069908780314765,0.45773387855830516
theta,2023-07-01,2023-08-01,1,0.6369666008414184,0.637823062920914,0.7441735513433709,0.6379519635615417,0.4430284530861363,2023-07-01,0.6029919523684164,0.03397464847300202,0.4115390021082221,0.4465886868979503,0.4724459797148317,-0.17689396425323073,-0.14840539568308553,8,-0.03674031503005768,0.5662516373383587
theta,2023-07-01,2023-09-01,2,0.5873963094633485,0.6459556524140004,0.756391434732536,0.6290135150796181,0.4370972593807254,2023-07-01,0.6022528743374513,-0.014856564874102807,0.6369666008414184,0.4115390021082221,0.4465886868979503,0.03397464847300202,-0.17689396425323073,9,-0.018086552723393937,0.5841663216140573
theta,2023-07-01,2023-10-01,3,0.5760417509507242,0.644734383846335,0.7553595458665564,0.5987266422686603,0.431366154151194,2023-07-01,0.5898643024276834,-0.01382255147695921,0.5873963094633485,0.6369666008414184,0.4115390021082221,-0.014856564874102807,0.03397464847300202,10,-0.027098598735612607,0.5627657036920708
theta,2023-07-01,2023-11-01,4,0.5238689858772839,0.6157319436550417,0.7467337574177039,0.5761882573293462,0.4257260139387628,2023-07-01,0.5712361454656114,-0.04736715958832749,0.5760417509507242,0.5873963094633485,0.6369666008414184,-0.01382255147695921,-0.014856564874102807,11,-0.04670472802331415,0.5245314174422973
theta,2023-07-01,2023-12-01,5,0.423118024222275,0.5844396037912184,0.7369364260884484,0.5632872895082182,0.4204460252986964,2023-07-01,0.5552383309139642,-0.13212030669168923,0.5238689858772839,0.5760417509507242,0.5873963094633485,-0.04736715958832749,-0.01382255147695921,12,-0.12854142290986845,0.42669690800409577
theta,2023-07-01,2024-01-01,6,0.481831675224647,0.5870191776613842,0.7523529667464567,0.5529070389882329,0.4155380610377171,2023-07-01,0.5530213029968379,-0.07118962777219096,0.423118024222275,0.5238689858772839,0.5760417509507242,-0.13212030669168923,-0.04736715958832749,1,-0.08081887366190467,0.4722024293349333
theta,2023-07-01,2024-02-01,7,0.452356061188408,0.5803373567324297,0.7505171427965476,0.5474398761770127,0.4103794359687374,2023-07-01,0.5477103265017641,-0.09535426531335611,0.481831675224647,0.423118024222275,0.5238689858772839,-0.07118962777219096,-0.13212030669168923,2,-0.09452847481797022,0.4531818516837939
