origin,forecast_date,horizon,actual,sarimax_pred,tbats_prophet_pred,var_pred,bilstm_pred,w_sarimax,w_tbats_prophet,w_var,w_bilstm,ensemble_pred
2023-11-01,2024-08-01,9,567725.0,631312.5552448862,907280.089921761,647618.1154569077,482668.12554356863,0.2955084546064442,0.1406199921090128,0.3474187498567266,0.2164528034278164,643609.461615287
2023-11-01,2024-09-01,10,565870.0,628524.4292601994,915358.7415476444,654159.362842483,477532.2407173565,0.2915108056049179,0.13995742103262498,0.3434263062830894,0.2251054670793678,643483.5632963201
2023-11-01,2024-10-01,11,557710.0,632749.68979267,912111.4951403004,658218.3267844273,472086.30583000806,0.2845257602743056,0.13808825062093513,0.3355987229958992,0.24178726610886017,641027.1544621803
2023-11-01,2024-11-01,12,525185.0,606587.5634610504,914246.9155670878,648002.457046183,466167.8875543772,0.28092004662181597,0.1347452254853244,0.3320529484228064,0.2522817794700532,626369.8040464635
2023-12-01,2024-01-01,1,600555.0,547644.925173338,851750.2526003318,539732.2373982386,487938.9826458363,0.43855823007143113,0.12146085317850684,0.3686910413450951,0.07128987540496684,577408.0513993881
2023-12-01,2024-02-01,2,588470.0,525733.1573865914,846845.9671800839,522567.5863428614,481061.4102638852,0.4222977643008546,0.12261281312313436,0.37255202900420836,0.08253739357180273,560239.2728361401
2023-12-01,2024-03-01,3,595090.0,548877.7849404142,871090.4734802127,536486.2954064609,474473.5488752491,0.39365758615526114,0.12447990612439343,0.3885698002571002,0.09329270746324536,577230.458919587
2023-12-01,2024-04-01,4,642810.0,556199.2960274507,884744.611140557,550765.5292421469,468612.7363958266,0.3685816648978771,0.13825735069495254,0.3746675989100835,0.11849338549708699,589208.8165489464
2023-12-01,2024-05-01,5,616605.0,543498.2741921839,883544.7531296015,534809.9754833749,463139.0292625162,0.34668037626284537,0.13919881173832918,0.37997813244326306,0.1341426795555623,576751.3720366653
2023-12-01,2024-06-01,6,585620.0,530090.5331316813,889700.6768923526,522327.3986949721,457519.4333265782,0.3283236258160529,0.1389115130731761,0.3776602587782401,0.15510460233253087,565856.5833815357
2023-12-01,2024-07-01,7,563955.0,523976.75132150046,891651.4687912377,517939.8392934122,451227.81008280296,0.31939158051648714,0.14171014058250192,0.35844106738985293,0.180457211511158,560788.0389553575
