origin,forecast_date,horizon,actual,sarimax_pred,tbats_prophet_pred,var_pred,bilstm_pred,w_sarimax,w_tbats_prophet,w_var,w_bilstm,ensemble_pred
2023-07-01,2023-12-01,5,1263300.0,1175547.9373456454,1174301.7559570891,1202514.110185854,1130641.3601700985,0.21917844474835707,0.21836879072630083,0.30723794267505955,0.25521482185028255,1172100.0175942832
2023-07-01,2024-01-01,6,1246400.0,1175548.144209154,1174301.7559570891,1216119.6949074136,1143135.383159206,0.2107031209403138,0.21027561325878466,0.2942231335355272,0.2847981322653745,1177992.0541253411
2023-07-01,2024-02-01,7,1300900.0,1175548.1749494884,1174301.7559570891,1230581.3815378405,1154998.6989934512,0.19247566599252047,0.19220932724738146,0.2773955220819097,0.33791948467818844,1183630.4983414377
2023-07-01,2024-03-01,8,1350400.0,1175548.1795175627,1174301.7559570891,1241035.501449037,1167450.8537936392,0.18281690805844902,0.18245755437909128,0.2792569781419531,0.35546855942050665,1190730.2070419495
2023-07-01,2024-04-01,9,1360600.0,1175548.1801963868,1174301.7559570891,1244800.4539401762,1179191.1159540133,0.18290730724130405,0.18253000132579758,0.28151191217447474,0.3530507792584237,1196102.151690398
2023-07-01,2024-05-01,10,1380700.0,1175548.180297261,1174301.7559570891,1245201.8535972363,1189609.1974328612,0.18402095627038018,0.1837348517593776,0.27411671164948753,0.35812748032075475,1199448.041222707
2023-07-01,2024-06-01,11,1423000.0,1175548.1803122524,1174301.7559570891,1245362.0309007734,1200516.2012841632,0.17411645139421927,0.17390645171449737,0.2503726943279241,0.40160440256335933,1202838.1680941842
2023-07-01,2024-07-01,12,1422200.0,1175548.1803144806,1174301.7559570891,1240898.0354441234,1213675.815730215,0.1643641318631658,0.16416077346278427,0.23216443621818786,0.4393106584558621,1207265.3552208734
2023-08-01,2023-09-01,1,1181400.0,1163591.8300918385,1163152.6826495202,1182446.8797197528,1089426.0515654448,0.3099283985776515,0.3141319268242146,0.25852318376205746,0.11741649083607651,1159620.0618647283
2023-08-01,2023-10-01,2,1235900.0,1163427.5763317074,1163152.6826495202,1196303.146266048,1092825.5527645587,0.2857693455248623,0.28662516640192076,0.2519705686103495,0.17563491946286752,1159232.280210921
2023-08-01,2023-11-01,3,1253300.0,1163403.2191821302,1163152.6826495202,1194385.1967119095,1095582.9779380378,0.26575338519782105,0.2647502446899951,0.2756516871985598,0.1938446829136239,1158730.5307935628
2023-08-01,2023-12-01,4,1263300.0,1163399.6070170752,1163152.6826495202,1192036.3975409742,1098491.7074451223,0.24278383951226334,0.24120805407620624,0.3058654657017276,0.21014264070980285,1158459.1347216917
2023-08-01,2024-01-01,5,1246400.0,1163399.0713275475,1163152.6826495202,1205530.6864101114,1102574.031380524,0.22530764737077774,0.22418157221825438,0.31696172370272246,0.2335490567082454,1162492.314161411
2023-08-01,2024-02-01,6,1300900.0,1163398.991883862,1163152.6826495202,1222184.4719587816,1105324.929020665,0.21391755106719848,0.213299961632789,0.3041476281658128,0.2686348591341997,1165625.200772397
2023-08-01,2024-03-01,7,1350400.0,1163398.9801022224,1163152.6826495202,1231228.9307587328,1108431.950660959,0.20166825774753158,0.20117618476397744,0.29706398625752345,0.30009157123096764,1167004.1242191172
2023-08-01,2024-04-01,8,1360600.0,1163398.9783549854,1163152.6826495202,1234455.385549536,1109800.4645924903,0.1962801194914924,0.19571504275921814,0.30216944998057255,0.30583538776871694,1168429.527819652
2023-08-01,2024-05-01,9,1380700.0,1163398.9780958672,1163152.6826495202,1234715.7991514688,1108498.4348899052,0.19287646854086699,0.19234451972487215,0.29847336114366074,0.31630565059060023,1167272.4237665364
2023-08-01,2024-06-01,10,1423000.0,1163398.9780574385,1163152.6826495202,1236557.188148162,1105450.8126974567,0.19282607846706787,0.19240536675451247,0.28787489957769347,0.32689365520072616,1165469.1142955984
2023-08-01,2024-07-01,11,1422200.0,1163398.9780517388,1163152.6826495202,1232517.9640817917,1100953.1069768034,0.18877973582801372,0.18843746838000755,0.27005613986533156,0.3527266559266471,1159992.2500476644
2023-08-01,2024-08-01,12,1460100.0,1163398.9780508936,1163152.6826495202,1232903.4530188087,1095273.42677348,0.17990393003725857,0.17959147874147852,0.2528250024566471,0.38767958876461595,1154516.3288464746
2023-09-01,2023-10-01,1,1235900.0,1183893.5339985746,1184371.5770122027,1199238.7078230963,1131249.82771959,0.3103841315437466,0.3137214268814514,0.2685694100257455,0.10732503154905644,1182514.7631784636
2023-09-01,2023-11-01,2,1253300.0,1184263.2719141366,1184371.5770122027,1199948.6182480438,1144554.944900245,0.2791913996271318,0.27945337530304387,0.280809898780784,0.16054532628904047,1182323.152338883
2023-09-01,2023-12-01,3,1263300.0,1184318.0396719426,1184371.5770122027,1200232.6694000892,1159287.7155714603,0.2636913407268989,0.26276706634942415,0.29593887275692876,0.17760272016674825,1184596.4114569735
2023-09-01,2024-01-01,4,1246400.0,1184326.150956118,1184371.5770122027,1220569.9664896205,1176128.104369716,0.2460787783318861,0.24469303350719904,0.31661663178544236,0.19261155637547242,1194233.6226806063
2023-09-01,2024-02-01,5,1300900.0,1184327.352236684,1184371.5770122027,1239467.6050744574,1194512.7239689894,0.22844862668351007,0.22735348295599458,0.3301179955279031,0.21407989483259227,1204720.6799424216
2023-09-01,2024-03-01,6,1350400.0,1184327.5301456484,1184371.5770122027,1253863.8580482805,1216881.8605733002,0.22061822476385323,0.22002284936718874,0.32317562577189296,0.23618330009706506,1214498.4569393992
2023-09-01,2024-04-01,7,1360600.0,1184327.5564938502,1184371.5770122027,1259111.427090158,1239214.4046398934,0.21401392450726692,0.21354353068714912,0.31936405361053055,0.2530784911950535,1222110.917564337
2023-09-01,2024-05-01,8,1380700.0,1184327.560396002,1184371.5770122027,1263923.5171638627,1261072.5842311636,0.20845708403571148,0.20791947328345298,0.32181297491120114,0.26181046776963446,1230044.3745353022
2023-09-01,2024-06-01,9,1423000.0,1184327.560973909,1184371.5770122027,1268548.982284194,1286305.2528979946,0.20611137142878957,0.2056000244392623,0.3167767144610946,0.2715118896708535,1238704.1516409542
2023-09-01,2024-07-01,10,1422200.0,1184327.5610594975,1184371.5770122027,1266844.8866520475,1317849.5959586564,0.2078621483623803,0.20745526501178577,0.3061798319973425,0.27850275462849144,1246788.087810445
2023-09-01,2024-08-01,11,1460100.0,1184327.5610721728,1184371.5770122027,1268238.1941713905,1355699.8816261245,0.20516971602800593,0.20482387491993118,0.29137024896647085,0.29863616008559213,1259963.6103998106
2023-09-01,2024-09-01,12,1435900.0,1184327.5610740494,1184371.5770122027,1268865.8549930246,1394908.1167328055,0.20302483311634043,0.20270157050252433,0.2817885589770711,0.31248503740406414,1273961.6800072433
2023-10-01,2023-11-01,1,1253300.0,1244253.7000000984,1244508.8467665822,1237304.5175402986,1137618.7370044284,0.2953588304551994,0.29837025948162427,0.2924901766958467,0.11378073336732963,1230164.2563092161
2023-10-01,2023-12-01,2,1263300.0,1245506.3269511133,1244508.8467665822,1232091.0712677168,1155600.9244681045,0.27479908884880055,0.27509427423547755,0.288948789330137,0.16115784758558493,1226866.6428249364
2023-10-01,2024-01-01,3,1246400.0,1245693.5396254612,1244508.8467665822,1252936.6368897718,1175665.4195175504,0.26140791000708935,0.2606798917921396,0.29850574511493516,0.17940645308583594,1234983.3235201954
2023-10-01,2024-02-01,4,1300900.0,1245721.5059335048,1244508.8467665822,1271292.3946927877,1197960.8306155817,0.24346697692925826,0.24221338682765794,0.32216734647120543,0.1921522897718784,1244488.5659047153
2023-10-01,2024-03-01,5,1350400.0,1245725.6833051862,1244508.8467665822,1285319.9608179273,1223029.3870373075,0.22458354509778722,0.22369777991843162,0.33642621502474224,0.21529245995903876,1253887.6911377567
2023-10-01,2024-04-01,6,1360600.0,1245726.307278956,1244508.8467665822,1281323.514391404,1247439.9743265563,0.2171885406499046,0.21673087588352696,0.3272889215756941,0.23879166189087447,1257522.2269249195
2023-10-01,2024-05-01,7,1380700.0,1245726.4004817307,1244508.8467665822,1290362.05122129,1270954.0068906492,0.2110246008121622,0.2106435370556083,0.3217456539023205,0.2565862082299091,1266304.3131663527
2023-10-01,2024-06-01,8,1423000.0,1245726.414403397,1244508.8467665822,1295671.5152603718,1294769.5686676942,0.20580686170791418,0.2053648721122918,0.3216503161117766,0.26717795006801737,1274644.4756814593
2023-10-01,2024-07-01,9,1422200.0,1245726.4164828712,1244508.8467665822,1293891.0153887672,1321574.0948294858,0.20387630192289172,0.2034630094714012,0.3136312778448975,0.27902941076080945,1281748.343782528
2023-10-01,2024-08-01,10,1460100.0,1245726.416793481,1244508.8467665822,1288766.809831791,1349268.4548582225,0.20488756520684973,0.2045445551177936,0.3033007020364367,0.2872671776389199,1288275.7799402878
2023-10-01,2024-09-01,11,1435900.0,1245726.4168398755,1244508.8467665822,1287621.7043877789,1374072.0817307625,0.20179296348337522,0.20150623818851118,0.2870664598529764,0.3096343384751373,1297248.025800216
2023-10-01,2024-10-01,12,1467300.0,1245726.4168468064,1244508.8467665822,1288962.1274227488,1390325.7539984416,0.19933865577024582,0.19905741161608564,0.27884274895589745,0.32276118365777096,1304211.0681034238
2023-11-01,2023-12-01,1,1263300.0,1255931.83325696,1254740.1608314535,1251169.38020482,1182940.553591275,0.3000975053288834,0.30321920021019944,0.29378264813992616,0.10290064632099111,1246660.5193744905
2023-11-01,2024-01-01,2,1246400.0,1256327.2029436429,1254740.1608314535,1271654.8652960618,1201800.5180760385,0.27947171346804894,0.27954066360445745,0.28902080583808315,0.15196681708941046,1252027.3267173762
2023-11-01,2024-02-01,3,1300900.0,1256386.5368830594,1254740.1608314535,1292323.1773414053,1221335.1077830144,0.26294074421798974,0.2621973388127781,0.30002643593159634,0.17483548103763577,1260608.570151953
2023-11-01,2024-03-01,4,1350400.0,1256395.439879341,1254740.1608314535,1311158.5440810816,1243120.9903976982,0.2438750770004319,0.24238668739534153,0.3273657751180512,0.18637246048617537,1271447.796517589
2023-11-01,2024-04-01,5,1360600.0,1256396.7757338977,1254740.1608314535,1308277.4051819667,1264803.4385054803,0.22502778451534597,0.2239384749027896,0.33975088256646757,0.21128285801539692,1275428.4692989802
2023-11-01,2024-05-01,6,1380700.0,1256396.9761721727,1254740.1608314535,1317023.2431675228,1285514.0621167845,0.21786554183306345,0.21724496393866086,0.32714519638893425,0.23774429783934142,1282793.0545587763
2023-11-01,2024-06-01,7,1423000.0,1256397.006246915,1254740.1608314535,1325711.7749759185,1306639.6618494813,0.21112014668563167,0.21060792366811112,0.32131957902638086,0.2569523506198764,1291230.2222409043
2023-11-01,2024-07-01,8,1422200.0,1256397.0107594766,1254740.1608314535,1327469.8378883952,1328100.4801367656,0.2064059754484543,0.20585417360275882,0.3179961738245245,0.2697436771242625,1297998.3858690446
2023-11-01,2024-08-01,9,1460100.0,1256397.0114365637,1254740.1608314535,1324134.881478391,1347746.7515741966,0.20359421060871186,0.20309703300773063,0.30989328211923417,0.2834154742643234,1302941.9507905869
