target,origin,forecast_date,horizon,weight_source,n_past_origins,w_sarimax,w_tbats_prophet,w_var,w_bilstm
unemployment,2024-05-01,2024-08-01,3,same_horizon_past_rmse,17,0.2376511429538387,0.23617943574441524,0.3309263597494353,0.1952430615523108
unemployment,2024-05-01,2024-09-01,4,same_horizon_past_rmse,17,0.2229829505468246,0.2214324160024746,0.33678360363129756,0.21880102981940333
unemployment,2024-05-01,2024-10-01,5,same_horizon_past_rmse,17,0.21083936223446012,0.20963080132396636,0.3382012365572306,0.24132859988434296
unemployment,2024-05-01,2024-11-01,6,same_horizon_past_rmse,17,0.20538083160877063,0.20456925134398585,0.3264780451703108,0.2635718718769328
unemployment,2024-05-01,2024-12-01,7,same_horizon_past_rmse,17,0.20500271699200692,0.20425609742358347,0.3089852039593199,0.2817559816250897
unemployment,2024-05-01,2025-01-01,8,same_horizon_past_rmse,17,0.20025640727424013,0.19949680040939863,0.30497550901547665,0.29527128330088454
unemployment,2024-05-01,2025-02-01,9,same_horizon_past_rmse,17,0.20088903108578657,0.20025612810139065,0.29498910033875086,0.3038657404740719
unemployment,2024-05-01,2025-03-01,10,same_horizon_past_rmse,17,0.2014333555967112,0.20090993400032542,0.28802781939421257,0.30962889100875085
unemployment,2024-05-01,2025-04-01,11,same_horizon_past_rmse,17,0.1975855686227516,0.19712090569217144,0.28156406897294833,0.32372945671212866
unemployment,2024-05-01,2025-05-01,12,same_horizon_past_rmse,17,0.19930371751313286,0.1988137638846593,0.2727848220620787,0.3290976965401292
unemployment,2024-06-01,2024-07-01,1,same_horizon_past_rmse,18,0.28978557020848783,0.2913419564892395,0.30343644483281007,0.11543602846946266
unemployment,2024-06-01,2024-08-01,2,same_horizon_past_rmse,18,0.2603878769775797,0.25959699727788677,0.3157101652355597,0.1643049605089738
unemployment,2024-06-01,2024-09-01,3,same_horizon_past_rmse,18,0.240766816057673,0.2393010420490004,0.33403379888589474,0.18589834300743183
unemployment,2024-06-01,2024-10-01,4,same_horizon_past_rmse,18,0.22574709195948484,0.22417602426087316,0.34103595215591453,0.20904093162372755
unemployment,2024-06-01,2024-11-01,5,same_horizon_past_rmse,18,0.21543693522380064,0.21421178367827248,0.34266188496943895,0.22768939612848793
unemployment,2024-06-01,2024-12-01,6,same_horizon_past_rmse,18,0.21582044451267196,0.21500845711330935,0.3269586414004635,0.24221245697355523
unemployment,2024-06-01,2025-01-01,7,same_horizon_past_rmse,18,0.2110941114513985,0.21032883331596827,0.3137479446111023,0.26482911062153097
unemployment,2024-06-01,2025-02-01,8,same_horizon_past_rmse,18,0.20603542647817738,0.20525606583954523,0.3106775472425564,0.2780309604397211
unemployment,2024-06-01,2025-03-01,9,same_horizon_past_rmse,18,0.20589571068525564,0.20524490482354626,0.3006217571774583,0.28823762731373975
unemployment,2024-06-01,2025-04-01,10,same_horizon_past_rmse,18,0.20751794560671538,0.20697788429430308,0.29394107159558697,0.2915630985033946
unemployment,2024-06-01,2025-05-01,11,same_horizon_past_rmse,18,0.20530169449033456,0.20481976770206645,0.28851281384169936,0.3013657239658996
unemployment,2024-06-01,2025-06-01,12,same_horizon_past_rmse,18,0.20724222596611572,0.2067359543582129,0.2795396011563169,0.30648221851935453
unemployment,2024-07-01,2024-08-01,1,same_horizon_past_rmse,19,0.29176764587230214,0.293325272743489,0.3035181584534566,0.11138892293075228
unemployment,2024-07-01,2024-09-01,2,same_horizon_past_rmse,19,0.2637717079954407,0.262812359482534,0.31706653133951845,0.15634940118250695
unemployment,2024-07-01,2024-10-01,3,same_horizon_past_rmse,19,0.24287965307584,0.24138142582380442,0.33679428140898804,0.17894463969136748
unemployment,2024-07-01,2024-11-01,4,same_horizon_past_rmse,19,0.22950539059610034,0.22784534931889447,0.345597407955657,0.19705185212934817
unemployment,2024-07-01,2024-12-01,5,same_horizon_past_rmse,19,0.22531647721547718,0.22397431489162523,0.3414745060533593,0.20923470183953835
unemployment,2024-07-01,2025-01-01,6,same_horizon_past_rmse,19,0.22090879969958804,0.22003029728281975,0.330887624029482,0.22817327898811013
unemployment,2024-07-01,2025-02-01,7,same_horizon_past_rmse,19,0.21617599381729938,0.2153595294905189,0.3197242385146997,0.24874023817748198
unemployment,2024-07-01,2025-03-01,8,same_horizon_past_rmse,19,0.21112375469272426,0.21030281687994384,0.3176309315478485,0.26094249687948345
unemployment,2024-07-01,2025-04-01,9,same_horizon_past_rmse,19,0.2125889155680932,0.21188919765502437,0.30872933160318433,0.26679255517369815
unemployment,2024-07-01,2025-05-01,10,same_horizon_past_rmse,19,0.21501975723953098,0.2144305384910862,0.3018072177989374,0.2687424864704455
unemployment,2024-07-01,2025-06-01,11,same_horizon_past_rmse,19,0.21373849936191525,0.21320863320333897,0.29682366568280316,0.27622920175194265
unemployment,2024-07-01,2025-07-01,12,same_horizon_past_rmse,19,0.214418817222884,0.2138733388689024,0.28724652637649195,0.28446131753172177
unemployment,2024-08-01,2024-09-01,1,same_horizon_past_rmse,20,0.29494351576211025,0.2955855937194742,0.29786581033291404,0.11160508018550164
unemployment,2024-08-01,2024-10-01,2,same_horizon_past_rmse,20,0.2651107344083235,0.2640591863696874,0.31765933912454003,0.15317074009744922
unemployment,2024-08-01,2024-11-01,3,same_horizon_past_rmse,20,0.24494781270462973,0.24332625678404105,0.337360121533512,0.17436580897781723
unemployment,2024-08-01,2024-12-01,4,same_horizon_past_rmse,20,0.23683694081165824,0.23510702134044378,0.3351893108859349,0.19286672696196316
unemployment,2024-08-01,2025-01-01,5,same_horizon_past_rmse,20,0.22859965711148822,0.22718578043743592,0.3401430035331554,0.2040715589179204
unemployment,2024-08-01,2025-02-01,6,same_horizon_past_rmse,20,0.22312203068397277,0.22219270079820364,0.3324696119392566,0.22221565657856704
unemployment,2024-08-01,2025-03-01,7,same_horizon_past_rmse,20,0.2182623772383892,0.21740964222315184,0.3222254086463255,0.2421025718921335
unemployment,2024-08-01,2025-04-01,8,same_horizon_past_rmse,20,0.21442791129517746,0.2135646249435694,0.320607027026634,0.25140043673461915
unemployment,2024-08-01,2025-05-01,9,same_horizon_past_rmse,20,0.2165930854971095,0.21585088936896124,0.3113096670257986,0.2562463581081306
unemployment,2024-08-01,2025-06-01,10,same_horizon_past_rmse,20,0.21898237446560864,0.21835422108868857,0.3040920787467322,0.2585713256989707
unemployment,2024-08-01,2025-07-01,11,same_horizon_past_rmse,20,0.21702209534369188,0.21646098697872146,0.29948538143024833,0.2670315362473383
unemployment,2024-08-01,2025-08-01,12,same_horizon_past_rmse,20,0.2178773204225576,0.21730211133221397,0.2900059238658932,0.2748146443793352
unemployment,2024-09-01,2024-10-01,1,same_horizon_past_rmse,21,0.2948241470844907,0.295052560231377,0.2955960793763241,0.11452721330780835
unemployment,2024-09-01,2024-11-01,2,same_horizon_past_rmse,21,0.265683588988598,0.26462919139902435,0.3181236721014877,0.15156354751088988
unemployment,2024-09-01,2024-12-01,3,same_horizon_past_rmse,21,0.2473695191768053,0.24580850790258738,0.3350977488596116,0.17172422406099574
unemployment,2024-09-01,2025-01-01,4,same_horizon_past_rmse,21,0.23801675308408213,0.23627353678756646,0.3370293790217675,0.18868033110658394
unemployment,2024-09-01,2025-02-01,5,same_horizon_past_rmse,21,0.22975421187309725,0.2283280144793419,0.34247245043652447,0.19944532321103642
unemployment,2024-09-01,2025-03-01,6,same_horizon_past_rmse,21,0.22450128770670483,0.22356281775808826,0.3346790194587122,0.21725687507649477
unemployment,2024-09-01,2025-04-01,7,same_horizon_past_rmse,21,0.22069075359222987,0.2198246124083781,0.32635267880644625,0.2331319551929458
unemployment,2024-09-01,2025-05-01,8,same_horizon_past_rmse,21,0.21784563909851803,0.21696879143408307,0.3257384462576485,0.23944712320975053
unemployment,2024-09-01,2025-06-01,9,same_horizon_past_rmse,21,0.22022201094101754,0.21946785717344688,0.3162158949188544,0.24409423696668106
unemployment,2024-09-01,2025-07-01,10,same_horizon_past_rmse,21,0.22185206682274877,0.2212131389957991,0.30795584162633294,0.24897895255511926
unemployment,2024-09-01,2025-08-01,11,same_horizon_past_rmse,21,0.22025695346868707,0.2196851673325434,0.30347701399759586,0.2565808652011737
unemployment,2024-09-01,2025-09-01,12,same_horizon_past_rmse,21,0.22173193160321322,0.22114606914112453,0.29437253017105475,0.2627494690846075
unemployment,2024-10-01,2024-11-01,1,same_horizon_past_rmse,22,0.2937423862661341,0.2931736519186919,0.29788274474232423,0.11520121707284982
unemployment,2024-10-01,2024-12-01,2,same_horizon_past_rmse,22,0.26411730839611297,0.2629065075013237,0.3145512421017119,0.15842494200085153
unemployment,2024-10-01,2025-01-01,3,same_horizon_past_rmse,22,0.24856282566785454,0.2469433431438072,0.3355345699730077,0.16895926121533064
unemployment,2024-10-01,2025-02-01,4,same_horizon_past_rmse,22,0.2391190516629742,0.23734281795560755,0.33989772642130645,0.1836404039601118
unemployment,2024-10-01,2025-03-01,5,same_horizon_past_rmse,22,0.2312793581523504,0.22982205665749994,0.34506798834368096,0.19383059684646875
unemployment,2024-10-01,2025-04-01,6,same_horizon_past_rmse,22,0.22674628515983222,0.22577696679096515,0.33886199804975053,0.2086147499994523
unemployment,2024-10-01,2025-05-01,7,same_horizon_past_rmse,22,0.22427846967292892,0.22338344646485248,0.33071043773241443,0.22162764612980407
unemployment,2024-10-01,2025-06-01,8,same_horizon_past_rmse,22,0.2220983130235083,0.22119582014738734,0.32978585371329766,0.2269200131158067
unemployment,2024-10-01,2025-07-01,9,same_horizon_past_rmse,22,0.22368803361324419,0.22290968362458508,0.3200039268667729,0.23339835589539779
unemployment,2024-10-01,2025-08-01,10,same_horizon_past_rmse,22,0.22531401819962985,0.2246529189428147,0.31175037093164887,0.23828269192590662
unemployment,2024-10-01,2025-09-01,11,same_horizon_past_rmse,22,0.2244243030504952,0.2238305361118589,0.3076617782869913,0.24408338255065465
unemployment,2024-10-01,2025-10-01,12,same_horizon_past_rmse,22,0.22589878700009888,0.22529259459443587,0.2987159599051726,0.25009265850029266
unemployment,2024-11-01,2024-12-01,1,same_horizon_past_rmse,23,0.29045133960088604,0.29124090969002403,0.3048889246458638,0.11341882606322605
unemployment,2024-11-01,2025-01-01,2,same_horizon_past_rmse,23,0.2674325050831136,0.26628555538319715,0.31855833600275085,0.14772360353093836
unemployment,2024-11-01,2025-02-01,3,same_horizon_past_rmse,23,0.2516024173669893,0.24999402243895008,0.3404997633634644,0.15790379683059627
unemployment,2024-11-01,2025-03-01,4,same_horizon_past_rmse,23,0.24221588944523292,0.24042444968813745,0.34428930879710107,0.17307035206952864
unemployment,2024-11-01,2025-04-01,5,same_horizon_past_rmse,23,0.23478984007780274,0.23334449206174918,0.3519546110569644,0.1799110568034836
unemployment,2024-11-01,2025-05-01,6,same_horizon_past_rmse,23,0.23114982963732647,0.23020243322000744,0.3461422701774809,0.1925054669651852
unemployment,2024-11-01,2025-06-01,7,same_horizon_past_rmse,23,0.22930793547820494,0.2284320640681843,0.3384328954137101,0.2038271050399007
unemployment,2024-11-01,2025-07-01,8,same_horizon_past_rmse,23,0.22662226549681252,0.22572284994102007,0.3369609394915464,0.21069394507062095
unemployment,2024-11-01,2025-08-01,9,same_horizon_past_rmse,23,0.22829530922404612,0.22752088433586912,0.3270606156762698,0.21712319076381492
unemployment,2024-11-01,2025-09-01,10,same_horizon_past_rmse,23,0.2302309019231209,0.2295786747365376,0.31857271650274455,0.22161770683759693
unemployment,2024-11-01,2025-10-01,11,same_horizon_past_rmse,23,0.22935078660658723,0.22876420663449018,0.31430681018348405,0.2275781965754386
unemployment,2024-11-01,2025-11-01,12,same_horizon_past_rmse,23,0.2298985783531962,0.22929094534628952,0.3043247601335214,0.23648571616699285
unemployment,2024-12-01,2025-01-01,1,same_horizon_past_rmse,24,0.2857564751337595,0.28628375948337287,0.30753702994973436,0.12042273543313332
unemployment,2024-12-01,2025-02-01,2,same_horizon_past_rmse,24,0.26607059069506117,0.26568067371106613,0.3157875830049589,0.15246115258891385
unemployment,2024-12-01,2025-03-01,3,same_horizon_past_rmse,24,0.2523689577429426,0.2514316143822952,0.33289758785996926,0.16330184001479311
unemployment,2024-12-01,2025-04-01,4,same_horizon_past_rmse,24,0.24539472645291632,0.24383952706034046,0.3388318015926205,0.17193394489412278
unemployment,2024-12-01,2025-05-01,5,same_horizon_past_rmse,24,0.23714725159400513,0.23575106841573382,0.35274906339444384,0.17435261659581716
unemployment,2024-12-01,2025-06-01,6,same_horizon_past_rmse,24,0.2332047337488098,0.23225753154839876,0.34895936933001126,0.1855783653727802
unemployment,2024-12-01,2025-07-01,7,same_horizon_past_rmse,24,0.2312277641131088,0.23038248120544175,0.3397560060322021,0.19863374864924732
unemployment,2024-12-01,2025-08-01,8,same_horizon_past_rmse,24,0.22875607154018712,0.2278655687740464,0.33873783064468427,0.20464052904108218
unemployment,2024-12-01,2025-09-01,9,same_horizon_past_rmse,24,0.2305829263883317,0.22978852783973647,0.33021612722523086,0.20941241854670106
unemployment,2024-12-01,2025-10-01,10,same_horizon_past_rmse,24,0.2324009471614616,0.23172851298914965,0.3216480165955244,0.2142225232538643
unemployment,2024-12-01,2025-11-01,11,same_horizon_past_rmse,24,0.23103871660207942,0.23046319064170295,0.31613923120444454,0.222358861551773
unemployment,2024-12-01,2025-12-01,12,same_horizon_past_rmse,24,0.23092992790612674,0.2303720698483968,0.30432744711538534,0.23437055513009114
