target,origin,forecast_date,horizon,weight_source,n_past_origins,w_sarimax,w_tbats_prophet,w_var,w_bilstm
theta,2023-06-01,2023-07-01,1,same_horizon_past_rmse,6,0.44542197247306226,0.2075013580266373,0.3023609879086641,0.04471568159163623
theta,2023-06-01,2023-08-01,2,same_horizon_past_rmse,6,0.39430499594755036,0.2252281239058381,0.30627896528155696,0.07418791486505455
theta,2023-06-01,2023-09-01,3,same_horizon_past_rmse,6,0.37798874207083194,0.22692383864698049,0.30784948596743694,0.08723793331475063
theta,2023-06-01,2023-10-01,4,same_horizon_past_rmse,6,0.33963860158158343,0.22333836948676605,0.32177762013120886,0.11524540880044175
theta,2023-06-01,2023-11-01,5,same_horizon_past_rmse,6,0.2953677583294983,0.20585725832772045,0.3548631072435909,0.14391187609919043
theta,2023-06-01,2023-12-01,6,same_horizon_past_rmse,6,0.26658480481486413,0.18693256975380834,0.3706389663073044,0.17584365912402308
theta,2023-06-01,2024-01-01,7,same_horizon_past_rmse,6,0.25353370220967014,0.18001481816081596,0.3319134210764568,0.23453805855305715
theta,2023-06-01,2024-02-01,8,same_horizon_past_rmse,6,0.2400547192912952,0.16942225597415897,0.32243924603860025,0.26808377869594563
theta,2023-06-01,2024-03-01,9,same_horizon_past_rmse,6,0.22017186852163656,0.15236298656706754,0.3165615600489601,0.3109035848623357
theta,2023-06-01,2024-04-01,10,same_horizon_past_rmse,6,0.20976035060121873,0.14674089915298447,0.29727838975187076,0.346220360493926
theta,2023-06-01,2024-05-01,11,same_horizon_past_rmse,6,0.20076224522788327,0.14135619612800876,0.2855587900018635,0.3723227686422445
theta,2023-06-01,2024-06-01,12,same_horizon_past_rmse,6,0.19278680445803043,0.13498367114274631,0.2834693755701887,0.38876014882903454
theta,2023-07-01,2023-08-01,1,same_horizon_past_rmse,7,0.4294889333268955,0.19327746795630865,0.3264302797565319,0.05080331896026405
theta,2023-07-01,2023-09-01,2,same_horizon_past_rmse,7,0.39721637610744304,0.21272594622658383,0.31434364360893263,0.07571403405704062
theta,2023-07-01,2023-10-01,3,same_horizon_past_rmse,7,0.36052834746893475,0.21782750399326506,0.3233308811141718,0.0983132674236284
