month,employment,unemployment,labour_force,population,vacancies,theta
2011-08-01,17269400,1384800,18654200,27948700,250400.0,0.18082033506643558
2011-09-01,17272000,1393600,18665500,27975400,249800.0,0.179247990815155
2011-10-01,17258000,1407000,18665000,28000700,254900.0,0.18116560056858563
2011-11-01,17241400,1427700,18669100,28025400,235200.0,0.16474049169993696
2011-12-01,17258200,1402200,18660400,28049200,224100.0,0.15982028241335045
2012-01-01,17270100,1438700,18708800,28074200,226100.0,0.15715576562174186
2012-02-01,17245000,1420500,18665500,28098900,240000.0,0.1689545934530095
2012-03-01,17338600,1376900,18715500,28124000,249800.0,0.1814220350061733
2012-04-01,17416200,1398400,18814600,28157400,258400.0,0.18478260869565216
2012-05-01,17412200,1422700,18834900,28185100,262200.0,0.1842974625711675
2012-06-01,17414700,1384300,18799000,28215500,268400.0,0.19388860796070215
2012-07-01,17439800,1379100,18818900,28252500,269200.0,0.1951997679646146
2012-08-01,17486000,1398100,18884100,28277500,274600.0,0.19640941277447965
2012-09-01,17534500,1394500,18929000,28301600,275200.0,0.197346719254213
2012-10-01,17543200,1399600,18942800,28327000,272500.0,0.19469848528150902
2012-11-01,17563800,1403200,18967000,28351500,246800.0,0.1758836944127708
2012-12-01,17609500,1380100,18989600,28373900,224400.0,0.16259691326715456
2013-01-01,17600700,1355000,18955700,28398700,203300.0,0.1500369003690037
2013-02-01,17676100,1343500,19019700,28415900,216000.0,0.16077409750651284
2013-03-01,17610400,1381200,18991600,28440300,224800.0,0.16275702287865623
2013-04-01,17641300,1369900,19011200,28473400,237300.0,0.17322432294328052
2013-05-01,17692500,1343500,19036000,28501200,228100.0,0.16978042426497952
2013-06-01,17682100,1362900,19044900,28530400,221600.0,0.16259446767921346
2013-07-01,17650100,1394300,19044400,28564600,215100.0,0.1542709603385211
2013-08-01,17677900,1382300,19060200,28588400,222700.0,0.16110829776459523
2013-09-01,17659600,1358600,19018200,28617000,233300.0,0.1717208891505962
2013-10-01,17664400,1383600,19048000,28639600,237200.0,0.1714368314541775
2013-11-01,17691300,1358400,19049800,28660500,221000.0,0.1626914016489988
2013-12-01,17668900,1407800,19076700,28679900,203500.0,0.14455178292371076
2014-01-01,17666400,1384600,19051000,28699100,193000.0,0.13939043767152967
2014-02-01,17662700,1384800,19047500,28716500,192900.0,0.13929809358752165
2014-03-01,17699400,1351800,19051200,28740800,208700.0,0.15438674360112442
2014-04-01,17691200,1359000,19050300,28771700,228200.0,0.16791758646063282
2014-05-01,17687700,1392100,19079800,28798200,239900.0,0.17232957402485455
2014-06-01,17720500,1378100,19098600,28832000,235100.0,0.1705971990421595
2014-07-01,17771900,1358700,19130600,28857300,224500.0,0.16523147125929197
2014-08-01,17723700,1336100,19059800,28877300,235900.0,0.17655864082029787
2014-09-01,17756000,1341400,19097300,28898800,244600.0,0.18234680184881466
2014-10-01,17782200,1301400,19083500,28913900,250100.0,0.1921776548332565
2014-11-01,17784500,1300200,19084700,28929600,242700.0,0.18666359021688972
2014-12-01,17821700,1272500,19094200,28944100,231500.0,0.18192534381139489
2015-01-01,17813100,1293200,19106300,28954200,225400.0,0.1742963192081658
2015-02-01,17827200,1320800,19148100,28965900,221200.0,0.16747425802543914
2015-03-01,17854100,1329800,19183900,28981900,230500.0,0.17333433599037448
2015-04-01,17819400,1337200,19156600,29000400,482925.0,0.3611464253664373
2015-05-01,17843700,1324700,19168400,29020200,444495.0,0.3355438967313354
2015-06-01,17836700,1326600,19163300,29048800,410685.0,0.3095771144278607
2015-07-01,17863300,1336000,19199200,29074300,374735.0,0.28049026946107786
2015-08-01,17889000,1358300,19247300,29099500,377900.0,0.2782154163292351
2015-09-01,17890200,1368400,19258600,29129500,459785.0,0.3360019000292312
2015-10-01,17899100,1351500,19250600,29152400,382545.0,0.2830521642619312
2015-11-01,17872600,1374200,19246800,29173100,373980.0,0.27214379275214673
2015-12-01,17867400,1397400,19264800,29193600,303040.0,0.21685988263918707
2016-01-01,17871600,1396100,19267700,29218700,307740.0,0.22042833607907744
2016-02-01,17889000,1408100,19297100,29249300,294535.0,0.20917193381151908
2016-03-01,17892800,1397200,19290000,29274300,363255.0,0.2599878328084741
2016-04-01,17919700,1413800,19333500,29298900,383555.0,0.2712936766162116
2016-05-01,17947400,1362100,19309500,29333500,400140.0,0.29376697746127306
2016-06-01,17954500,1345100,19299600,29366100,392755.0,0.29198944316407704
2016-07-01,17943200,1346800,19290000,29400700,371465.0,0.27581303831303833
2016-08-01,17994200,1334900,19329100,29436700,402370.0,0.30142332759008167
2016-09-01,18032500,1352700,19385300,29465700,419725.0,0.31028683373992755
2016-10-01,18051200,1341000,19392200,29492900,394395.0,0.29410514541387023
2016-11-01,18076000,1326500,19402500,29518300,380140.0,0.2865736901620807
2016-12-01,18104000,1349100,19453100,29542600,341000.0,0.25276109999258767
2017-01-01,18172500,1339100,19511500,29575400,346495.0,0.25875214696437904
2017-02-01,18216600,1295800,19512400,29601200,360685.0,0.27834928229665074
2017-03-01,18241500,1307700,19549100,29632800,438375.0,0.3352259692590044
2017-04-01,18271600,1273000,19544700,29664600,466590.0,0.36652788688138255
2017-05-01,18312900,1302800,19615700,29705000,466515.0,0.3580864292293522
2017-06-01,18371400,1275900,19647300,29739500,438060.0,0.3433341170938161
2017-07-01,18416900,1236700,19653700,29776200,434595.0,0.35141505619794616
2017-08-01,18436400,1225300,19661700,29821400,447225.0,0.36499224679670283
2017-09-01,18442500,1225500,19668000,29855700,518780.0,0.42332109343125257
2017-10-01,18475100,1246800,19721900,29889300,484955.0,0.3889597369265319
2017-11-01,18550500,1215700,19766200,29921700,493215.0,0.40570453236818294
2017-12-01,18619700,1198300,19818000,29953300,417505.0,0.348414420428941
2018-01-01,18576800,1168900,19745700,29996800,421415.0,0.36052271366241767
2018-02-01,18570300,1188300,19758500,30027700,439290.0,0.36967937389548094
2018-03-01,18630100,1155000,19785100,30065100,504255.0,0.4365844155844156
2018-04-01,18613000,1144100,19757100,30112800,544450.0,0.47587623459487804
2018-05-01,18621700,1160200,19781900,30152100,546210.0,0.4707895190484399
2018-06-01,18677600,1183600,19861200,30193100,538105.0,0.45463416694829334
2018-07-01,18763900,1172400,19936400,30241000,532090.0,0.4538468099624701
2018-08-01,18704700,1196200,19900900,30273200,523525.0,0.4376567463634844
2018-09-01,18797500,1150600,19948100,30305200,598025.0,0.519750564922649
2018-10-01,18814900,1118400,19933400,30337300,602505.0,0.5387204935622317
2018-11-01,18869400,1136500,20006000,30366400,549800.0,0.48376594808622964
2018-12-01,18892800,1129800,20022600,30393700,477705.0,0.4228226234731811
2019-01-01,18920500,1147800,20068300,30427800,487375.0,0.42461665795434744
2019-02-01,18965700,1165000,20130700,30450900,478310.0,0.4105665236051502
2019-03-01,18932900,1176200,20109100,30479800,540840.0,0.4598197585444652
2019-04-01,19053700,1154500,20208200,30519600,594825.0,0.5152230402771762
2019-05-01,19067300,1103100,20170400,30554400,587490.0,0.5325809083491977
2019-06-01,19078600,1121200,20199900,30593100,558715.0,0.49831876560827687
2019-07-01,19072400,1162000,20234500,30649400,544120.0,0.4682616179001721
2019-08-01,19133900,1166300,20300200,30694300,560090.0,0.48022807167967074
2019-09-01,19142800,1139400,20282200,30747600,587795.0,0.5158811655257153
2019-10-01,19130900,1143600,20274500,30791800,568835.0,0.49740731024833856
2019-11-01,19096800,1197000,20293700,30832400,510525.0,0.4265037593984962
2019-12-01,19186500,1139700,20326200,30868900,434340.0,0.38110028954988157
2020-01-01,19204700,1121500,20326200,30907300,518485.0,0.46231386535889435
2020-02-01,19202900,1182000,20384800,30945100,505665.0,0.42780456852791876
2020-03-01,18058200,1667000,19725200,30988300,522630.0,0.31351529694061187
2020-04-01,16085800,2545700,18631600,31014200,,
2020-05-01,16410700,2720500,19131200,31037600,,
2020-06-01,17469400,2508300,19977700,31070800,,
2020-07-01,17895500,2198400,20094000,31100200,,
2020-08-01,18129300,2034800,20164100,31126000,,
2020-09-01,18555900,1862300,20418300,31154400,,
2020-10-01,18616400,1835100,20451500,31172300,619265.0,0.3374557244836794
2020-11-01,18650000,1756700,20406800,31185800,556570.0,0.3168270051801674
2020-12-01,18591700,1812700,20404400,31193700,479335.0,0.26443151100568213
2021-01-01,18392100,1863400,20255600,31203900,495540.0,0.2659332403134056
2021-02-01,18632000,1729000,20361000,31221900,537390.0,0.31080971659919027
2021-03-01,18873000,1576900,20449900,31235600,632075.0,0.40083391464265333
2021-04-01,18673800,1677100,20350900,31248100,693955.0,0.413782720171725
2021-05-01,18623600,1681200,20304800,31260400,706345.0,0.4201433499881037
2021-06-01,18894400,1620000,20514400,31287500,797800.0,0.49246913580246915
2021-07-01,19016500,1524000,20540500,31318800,830450.0,0.5449146981627296
2021-08-01,19081700,1467100,20548800,31359500,919835.0,0.6269749846636221
2021-09-01,19251100,1454500,20705600,31393000,988655.0,0.6797215537985563
2021-10-01,19288100,1336200,20624400,31432600,964130.0,0.7215461757221973
2021-11-01,19437300,1262200,20699400,31475900,894550.0,0.7087228648391697
2021-12-01,19508800,1232400,20741200,31518900,878040.0,0.7124634858812074
2022-01-01,19305400,1325400,20630700,31559400,853450.0,0.6439188169609175
2022-02-01,19629000,1135600,20764700,31600500,833725.0,0.7341713631560408
2022-03-01,19647800,1114900,20762700,31642100,977565.0,0.8768185487487667
2022-04-01,19709700,1116500,20826200,31683500,1034280.0,0.926359158083296
2022-05-01,19763400,1084200,20847500,31733200,1037195.0,0.9566454528684745
2022-06-01,19750800,1027400,20778200,31781700,1020615.0,0.9933959509441308
2022-07-01,19787500,1007100,20794500,31834300,999995.0,0.9929450898619799
2022-08-01,19781200,1083900,20865100,31894000,974450.0,0.899022050004613
2022-09-01,19796100,1066600,20862700,31948300,987760.0,0.9260828801800113
2022-10-01,19882800,1072500,20955300,32005200,933845.0,0.8707179487179487
2022-11-01,19923800,1058700,20982500,32058700,854165.0,0.8068055161991121
2022-12-01,19998500,1051100,21049600,32111800,752325.0,0.7157501664922462
2023-01-01,20097500,1083700,21181200,32187900,788280.0,0.7273968810556427
2023-02-01,20143300,1096300,21239600,32270600,747720.0,0.6820395877040956
2023-03-01,20214700,1079200,21293900,32355300,790370.0,0.7323665678280208
2023-04-01,20242100,1080700,21322800,32432500,839950.0,0.7772277227722773
2023-05-01,20253900,1111300,21365200,32524600,812510.0,0.731134707099793
2023-06-01,20325100,1153200,21478300,32617000,779410.0,0.6758671522719389
2023-07-01,20356900,1172200,21529000,32710300,742230.0,0.6331939941989422
2023-08-01,20423700,1164700,21588400,32808300,741875.0,0.6369666008414184
2023-09-01,20473100,1181400,21654500,32896000,693950.0,0.5873963094633485
2023-10-01,20501800,1235900,21737700,32987700,711930.0,0.5760417509507242
2023-11-01,20522200,1253300,21775500,33077900,656565.0,0.5238689858772839
2023-12-01,20530600,1263300,21793800,33168300,534525.0,0.423118024222275
2024-01-01,20552100,1246400,21798500,33276500,600555.0,0.481831675224647
2024-02-01,20593800,1300900,21894800,33373500,588470.0,0.45235606118840804
2024-03-01,20620800,1350400,21971200,33469500,595090.0,0.440676836492891
2024-04-01,20674900,1360600,22035500,33578900,642810.0,0.4724459797148317
2024-05-01,20707200,1380700,22087900,33685500,616605.0,0.44658868689795034
2024-06-01,20708100,1423000,22131100,33788300,585620.0,0.4115390021082221
2024-07-01,20725100,1422200,22147400,33899800,563955.0,0.3965370552664885
2024-08-01,20760400,1460100,22220500,33995100,567725.0,0.38882610780083554
2024-09-01,20796000,1435900,22231800,34089800,565870.0,0.39408733198690715
2024-10-01,20804900,1467300,22272200,34163700,557710.0,0.38009268724868805
2024-11-01,20842000,1559700,22401700,34225200,525185.0,0.3367218054754119
2024-12-01,20934700,1502600,22437300,34285100,440185.0,0.2929488885931053
2025-01-01,20986900,1495300,22482200,34340800,473755.0,0.31682939878285293
2025-02-01,20985500,1483800,22469300,34388200,473590.0,0.3191737430920609
2025-03-01,20964300,1520600,22484800,34440000,513445.0,0.33765947652242534
2025-04-01,20966700,1553500,22520200,34493600,559835.0,0.3603701319600901
2025-05-01,20974400,1571000,22545400,34530600,543630.0,0.34604073838319543
2025-06-01,21040700,1548400,22589000,34577200,522945.0,0.33773249806251615
2025-07-01,21018300,1559900,22578200,34614800,506080.0,0.3244310532726457
2025-08-01,20956600,1590100,22546600,34644200,502555.0,0.316052449531476
2025-09-01,21009900,1596100,22606000,34671900,516050.0,0.32331934089342773
2025-10-01,21083600,1550700,22634300,34695400,484535.0,0.3124621138840524
2025-11-01,21135900,1483900,22619800,34713100,465750.0,0.3138688590875396
2025-12-01,21146000,1551700,22697700,34723000,422475.0,0.2722659019140298
