month,actual,sarimax_pred,tbats_prophet_pred,var_pred,bilstm_pred,ensemble_pred,rf_hybrid_pred,chronos_uni_pred,chronos_mv_pred
2023-01-01,0.7273968810556427,0.7115214281892774,0.7757896378780615,0.6889447283713975,0.423973490251788,0.6497602531596749,,,
2023-02-01,0.6820395877040956,0.6999948508647473,0.7781779741003455,0.6839648865516353,0.4209047728512977,0.6521528249566085,,,
2023-02-01,0.6820395877040956,0.6999948508647473,0.7781779741003455,0.6839648865516353,0.4209047728512977,0.6439183973126434,,,
2023-03-01,0.7323665678280208,0.7441696225433421,0.789992503484812,0.694396803546532,0.4178551926720936,0.6584539147329027,,,
2023-03-01,0.7323665678280208,0.7441696225433421,0.789992503484812,0.694396803546532,0.4178551926720936,0.6704677000335866,,,
2023-03-01,0.7323665678280208,0.7441696225433421,0.789992503484812,0.694396803546532,0.4178551926720936,0.6639389907365121,,,
2023-04-01,0.7772277227722773,0.7507469667820611,0.8176555058310405,0.6729135000655283,0.4177312873455782,0.6596496496068754,,,
2023-04-01,0.7772277227722773,0.7507469667820611,0.8176555058310405,0.6729135000655283,0.4177312873455782,0.6717354641255389,,,
2023-04-01,0.7772277227722773,0.7507469667820611,0.8176555058310405,0.6729135000655283,0.4177312873455782,0.6607665396647628,,,
2023-04-01,0.7772277227722773,0.7507469667820611,0.8176555058310405,0.6729135000655283,0.4177312873455782,0.7337827822101436,,,
2023-05-01,0.731134707099793,0.7371697435640145,0.8204252195013519,0.632816649817699,0.4190259192204845,0.7450230575347846,,,
2023-05-01,0.731134707099793,0.7371697435640145,0.8204252195013519,0.632816649817699,0.4190259192204845,0.6446428374626975,,,
2023-05-01,0.731134707099793,0.7371697435640145,0.8204252195013519,0.632816649817699,0.4190259192204845,0.7183931865829642,,,
2023-05-01,0.731134707099793,0.7371697435640145,0.8204252195013519,0.632816649817699,0.4190259192204845,0.6451726536746039,,,
2023-05-01,0.731134707099793,0.7371697435640145,0.8204252195013519,0.632816649817699,0.4190259192204845,0.6577626226311322,,,
2023-06-01,0.6758671522719389,0.7236151206111244,0.8200906252426835,0.6135187981441056,0.4189507886733166,0.6351542846339728,,,
2023-06-01,0.6758671522719389,0.7236151206111244,0.8200906252426835,0.6135187981441056,0.4189507886733166,0.6499141163058789,,,
2023-06-01,0.6758671522719389,0.7236151206111244,0.8200906252426835,0.6135187981441056,0.4189507886733166,0.6349544991939087,,,
2023-06-01,0.6758671522719389,0.7236151206111244,0.8200906252426835,0.6135187981441056,0.4189507886733166,0.717135433306579,,,
2023-06-01,0.6758671522719389,0.7236151206111244,0.8200906252426835,0.6135187981441056,0.4189507886733166,0.7383532664411109,,,
2023-06-01,0.6758671522719389,0.7236151206111244,0.8200906252426835,0.6135187981441056,0.4189507886733166,0.7262654461332315,,,
2023-07-01,0.6331939941989422,0.7283818343058431,0.8237997980039623,0.5922524598419204,0.4175116904667713,0.72447787505708,,,
2023-07-01,0.6331939941989422,0.7283818343058431,0.8237997980039623,0.5922524598419204,0.4175116904667713,0.6839905509361494,,,
2023-07-01,0.6331939941989422,0.7283818343058431,0.8237997980039623,0.5922524598419204,0.4175116904667713,0.7429458572952423,,,
2023-07-01,0.6331939941989422,0.7283818343058431,0.8237997980039623,0.5922524598419204,0.4175116904667713,0.6309932537952413,,,
2023-07-01,0.6331939941989422,0.7283818343058431,0.8237997980039623,0.5922524598419204,0.4175116904667713,0.6325541187111751,,,
2023-07-01,0.6331939941989422,0.7283818343058431,0.8237997980039623,0.5922524598419204,0.4175116904667713,0.6494289659072133,,,
2023-07-01,0.6331939941989422,0.7283818343058431,0.8237997980039623,0.5922524598419204,0.4175116904667713,0.7101713474976772,,,
2023-08-01,0.6369666008414184,0.7282895844194235,0.8291443950998215,0.6001543858478626,0.4154848434105626,0.6334394506652722,,,
2023-08-01,0.6369666008414184,0.7282895844194235,0.8291443950998215,0.6001543858478626,0.4154848434105626,0.6519931804023095,,,
2023-08-01,0.6369666008414184,0.7282895844194235,0.8291443950998215,0.6001543858478626,0.4154848434105626,0.6331932820158357,,,
2023-08-01,0.6369666008414184,0.7282895844194235,0.8291443950998215,0.6001543858478626,0.4154848434105626,0.6881246310359717,,,
2023-08-01,0.6369666008414184,0.7282895844194235,0.8291443950998215,0.6001543858478626,0.4154848434105626,0.7347147864748402,,,
2023-08-01,0.6369666008414184,0.7282895844194235,0.8291443950998215,0.6001543858478626,0.4154848434105626,0.723816150718054,,,
2023-08-01,0.6369666008414184,0.7282895844194235,0.8291443950998215,0.6001543858478626,0.4154848434105626,0.6793129965802258,,,
2023-08-01,0.6369666008414184,0.7282895844194235,0.8291443950998215,0.6001543858478626,0.4154848434105626,0.6485240804161277,,,
2023-09-01,0.5873963094633485,0.7437988594201993,0.8430541457526304,0.6036165556564279,0.4143154905428057,0.7283558830058031,,,
2023-09-01,0.5873963094633485,0.7437988594201993,0.8430541457526304,0.6036165556564279,0.4143154905428057,0.6517849600451581,,,
2023-09-01,0.5873963094633485,0.7437988594201993,0.8430541457526304,0.6036165556564279,0.4143154905428057,0.6831228195444363,,,
2023-09-01,0.5873963094633485,0.7437988594201993,0.8430541457526304,0.6036165556564279,0.4143154905428057,0.7360805021287076,,,
2023-09-01,0.5873963094633485,0.7437988594201993,0.8430541457526304,0.6036165556564279,0.4143154905428057,0.6483090440415511,,,
2023-09-01,0.5873963094633485,0.7437988594201993,0.8430541457526304,0.6036165556564279,0.4143154905428057,0.6407264127664134,,,
2023-09-01,0.5873963094633485,0.7437988594201993,0.8430541457526304,0.6036165556564279,0.4143154905428057,0.6605808477330718,,,
2023-09-01,0.5873963094633485,0.7437988594201993,0.8430541457526304,0.6036165556564279,0.4143154905428057,0.6770470403984282,,,
2023-09-01,0.5873963094633485,0.7437988594201993,0.8430541457526304,0.6036165556564279,0.4143154905428057,0.6411688262026378,,,
2023-10-01,0.5760417509507242,0.7428254318226721,0.8422199903513674,0.5865275470003596,0.4121226042275117,0.5984705933227716,,,
