target,origin,feature,importance
theta,2024-01-01,w_tbats_prophet,0.04293021049669636
theta,2024-01-01,w_var,0.032330692946270126
theta,2024-01-01,w_bilstm,0.014778040504594869
theta,2024-01-01,weight_entropy_proxy,0.015464584422958661
theta,2024-01-01,past_resid_mean_all,0.07403157189825853
theta,2024-01-01,past_resid_std_all,0.050579915189345036
theta,2024-01-01,past_resid_mean_h,0.09285997318314135
theta,2024-01-01,past_resid_std_h,0.03144483469260045
theta,2024-01-01,past_resid_mean_fmonth,0.07248354800144392
theta,2024-02-01,horizon,0.07576577906698638
theta,2024-02-01,origin_month,0.020230607227369517
theta,2024-02-01,origin_quarter,0.007990789072861038
theta,2024-02-01,forecast_month,0.06460911592346498
theta,2024-02-01,forecast_quarter,0.02634625895106517
theta,2024-02-01,forecast_year,0.003152471951988157
theta,2024-02-01,origin_index,0.049717465445092174
theta,2024-02-01,ensemble_pred,0.03762361749283397
theta,2024-02-01,sarimax_pred,0.026283953452460818
theta,2024-02-01,tbats_prophet_pred,0.03049671683466203
theta,2024-02-01,var_pred,0.037239294383253616
theta,2024-02-01,bilstm_pred,0.02246435355543904
theta,2024-02-01,pred_mean,0.034821969553866926
theta,2024-02-01,pred_std,0.01920532519247108
theta,2024-02-01,pred_range,0.026117120018943882
theta,2024-02-01,sarimax_minus_var,0.02606954774574683
theta,2024-02-01,tbats_minus_bilstm,0.03176310481933995
theta,2024-02-01,ensemble_minus_predmean,0.009812652437310708
theta,2024-02-01,w_sarimax,0.02447388347730571
theta,2024-02-01,w_tbats_prophet,0.047811057427647824
theta,2024-02-01,w_var,0.03260077017708332
theta,2024-02-01,w_bilstm,0.017069243026226224
theta,2024-02-01,weight_entropy_proxy,0.018163693877499547
theta,2024-02-01,past_resid_mean_all,0.06655021055976612
theta,2024-02-01,past_resid_std_all,0.0510517031045781
theta,2024-02-01,past_resid_mean_h,0.09157951090131061
theta,2024-02-01,past_resid_std_h,0.029731731858903175
theta,2024-02-01,past_resid_mean_fmonth,0.0712580524645231
theta,2024-03-01,horizon,0.08052641227531597
theta,2024-03-01,origin_month,0.02236305366704038
theta,2024-03-01,origin_quarter,0.007413561798160379
theta,2024-03-01,forecast_month,0.06399469133952881
theta,2024-03-01,forecast_quarter,0.022317793903198543
theta,2024-03-01,forecast_year,0.003937545301735453
theta,2024-03-01,origin_index,0.0411725435432144
theta,2024-03-01,ensemble_pred,0.03835739339784259
theta,2024-03-01,sarimax_pred,0.02652648418927482
theta,2024-03-01,tbats_prophet_pred,0.02414884820330105
theta,2024-03-01,var_pred,0.038459934030550154
theta,2024-03-01,bilstm_pred,0.023759349805289532
theta,2024-03-01,pred_mean,0.034743515005606976
theta,2024-03-01,pred_std,0.014327507028382242
theta,2024-03-01,pred_range,0.021646511450786887
theta,2024-03-01,sarimax_minus_var,0.03090195997854901
theta,2024-03-01,tbats_minus_bilstm,0.02293992874003057
theta,2024-03-01,ensemble_minus_predmean,0.010353257838143051
theta,2024-03-01,w_sarimax,0.033761158402737676
theta,2024-03-01,w_tbats_prophet,0.0526702762606234
theta,2024-03-01,w_var,0.032041689989221626
theta,2024-03-01,w_bilstm,0.019184107770085355
theta,2024-03-01,weight_entropy_proxy,0.021392890759255986
theta,2024-03-01,past_resid_mean_all,0.06352265990244059
theta,2024-03-01,past_resid_std_all,0.0499984077320295
theta,2024-03-01,past_resid_mean_h,0.09469154358971169
theta,2024-03-01,past_resid_std_h,0.032810491063449215
theta,2024-03-01,past_resid_mean_fmonth,0.07203648303449411
theta,2024-04-01,horizon,0.07836355157420251
theta,2024-04-01,origin_month,0.02102380265981829
theta,2024-04-01,origin_quarter,0.0059746724769084636
theta,2024-04-01,forecast_month,0.06663622409810728
theta,2024-04-01,forecast_quarter,0.023728781477842072
theta,2024-04-01,forecast_year,0.0024986629815630145
theta,2024-04-01,origin_index,0.048034383411127764
theta,2024-04-01,ensemble_pred,0.03225592622870565
theta,2024-04-01,sarimax_pred,0.025820377840233357
