origin,forecast_date,horizon,actual,sarimax_pred,tbats_prophet_pred,var_pred,bilstm_pred,w_sarimax,w_tbats_prophet,w_var,w_bilstm,ensemble_pred,residual,rf_residual_pred,final_hybrid_pred,rf_model_used
2024-02-01,2024-10-01,8,557710.0,610650.1654042873,886780.0472566594,628449.1748349959,524261.0280032097,0.3170458819055935,0.1296143616897578,0.3506581000586197,0.2026816563460289,635172.4371551934,-77462.43715519342,-45642.09397977467,589530.3431754188,rolling_rf
2024-02-01,2024-11-01,9,525185.0,584779.286878388,886472.149225043,587578.703535239,521522.1822738139,0.3050402773408388,0.1251716177537504,0.3511767119220428,0.2186113929833681,609697.0367062306,-84512.0367062306,-44239.24214259666,565457.794563634,rolling_rf
2024-02-01,2024-12-01,10,440185.0,540175.55523861,875726.2153650771,578058.7193385717,519446.9046739428,0.3007597799864856,0.1243891102739778,0.3472032589981026,0.2276478507414339,590348.728590437,-150163.72859043698,-80782.79308289084,509565.9355075461,rolling_rf
2024-02-01,2025-01-01,11,473755.0,558767.8582930472,877099.1635775041,596886.3233327174,519030.5999719799,0.2948218681620847,0.1226023302501779,0.3322246024030023,0.250351199184735,600511.6397315267,-126756.63973152672,-48407.84836022972,552103.791371297,rolling_rf
2024-02-01,2025-02-01,12,473590.0,552923.9544537817,887415.93785979,601393.2008467225,517936.5986595078,0.2908696182518576,0.1184624189760949,0.3261054080013684,0.2645625547706791,599098.4230730543,-125508.42307305429,-52442.72527540126,546655.697797653,rolling_rf
2024-03-01,2024-04-01,1,642810.0,613272.2348499759,866631.441851186,617749.2776635744,506702.94309473503,0.441871191716067,0.1008034101376063,0.3795785334344105,0.0777468647119161,632225.667942227,10584.33205777302,-22644.602067967466,609581.0658742596,rolling_rf
2024-03-01,2024-05-01,2,616605.0,599784.4624100651,866298.9039382562,595867.2231892224,500159.1510029309,0.4267758911464809,0.1056342628713609,0.3798203567622808,0.0877694892198773,617705.6090915089,-1100.6090915089007,-25706.299325919746,591999.3097655892,rolling_rf
2024-03-01,2024-06-01,3,585620.0,587986.600638409,873083.719488527,581865.9424761467,493396.2424200814,0.4013369811860281,0.1082953331243216,0.3938994367438025,0.0964682489458478,607325.3980699679,-21705.398069967865,-29745.32975385669,577580.0683161112,rolling_rf
2024-03-01,2024-07-01,4,563955.0,582309.6821750983,874813.999125643,582018.0567152422,486394.4359569896,0.3737153716285554,0.1243778082028283,0.3785450461964406,0.1233617739721755,606748.0597096552,-42793.05970965524,-46225.60204309863,560522.4576665566,rolling_rf
2024-03-01,2024-08-01,5,567725.0,582150.6208855826,881723.738108109,585618.839347268,479437.0273157119,0.3545870975819592,0.1227368701903776,0.3835623985847243,0.1391136336429387,605960.7046526017,-38235.70465260174,-51263.855314539105,554696.8493380626,rolling_rf
