model,BiLSTM_Attention,SARIMAX,TBATS_PROPHET,VAR
BiLSTM_Attention,1.0,-0.2973874161697591,0.43162162153269257,0.07266813856646619
SARIMAX,-0.2973874161697591,1.0,0.5937492599471801,0.8290982641851409
TBATS_PROPHET,0.43162162153269257,0.5937492599471801,1.0,0.7257003794406862
VAR,0.07266813856646619,0.8290982641851409,0.7257003794406862,1.0
